average(station_latitude),average(station_longitude)
-0.4581,26.6294773242
-0.481,25.9160410289
40.2526,7.3619201265
-24.8982,28.6215436445
1.6612,40.8573575408
-0.618,25.9275161646
36.139,129.1271059035
34.5496,68.8649055539
33.138,139.9062855758
33.4579,140.8982915117
-1.1008,125.0690583112
-4.6434,103.3520875231
-7.4791,126.571
35.9849,54.6596105065
36.1484,53.1138941791
20.8128,120.3272532804
-2.4367,131.5433750015
3.4806,95.558253258
15.936,118.0285059601
-6.6931,120.9240223855
8.2168,124.7703191032
30.6124,97.0716277469
28.3601,125.2733232851
4.4552,120.4199487581
35.2108,79.5581245434
43.0483,29.2807462008
-6.6588,106.0057370672
21.0602,121.258377415
43.1217,29.8169186226
43.0778,29.7816020395
23.3007,121.357207993
4.6531,95.5884453288
-7.3035,122.7453598893
11.1215,124.4219231538
10.705,119.7616
25.3576,123.2049630493
25.0816,123.0544176871
29.5078,56.2939999555
29.3978,96.6022721403
17.9257,124.0063185533
18.1106,101.4931506428
18.0347,120.5754112282
18.0292,118.9611711731
18.2182,119.7889593431
-0.1849,103.155258234
18.0594,131.2319523952
18.0737,101.6170390713
17.9904,135.8515814314
20.1544,95.6076201506
17.8074,122.7144586593
17.9986,121.7011076851
18.158,116.8641303087
-4.0943,102.7154980625
10.1505,128.860645027
1.1579,132.6466212718
33.1853,130.6685421181
23.0483,119.5122406833
29.8668,57.6735885642
-2.6272,132.4437958198
-0.2897,138.0300563111
38.4645,140.4379650735
25.8583,93.0289386262
-7.1771,110.0517611268
17.5894,124.4848911172
5.3299,95.7754146689
39.0419,94.8580605627
20.5457,132.8397200758
24.6695,122.0105943325
-2.9482,129.3268403117
20.1499,131.9322323274
34.564,52.8102719044
26.3537,93.5735316898
21.6216,118.0688088899
18.188,121.5525254653
22.2666,95.8638361164
37.2971,137.9751044486
37.6689,36.0933514701
46.9807,82.3908435064
17.2708,118.4482074104
18.8985,127.1323594325
-5.6195,89.1117587285
4.9312,126.9207390576
-0.5356,129.088138408
26.4452,91.9721317816
41.4151,43.5010512399
24.1136,121.485453496
0.3225,122.470331358
4.6494,124.934097568
-7.3596,113.7563024994
0.3371,100.787014324
-3.9482,134.8204574829
4.4119,96.0554806655
33.435,51.9039340314
35.324,70.3069848292
1.626,37.9921717475
25.7968,123.8891030673
4.5625,127.7932080308
42.1263,137.4497266804
30.5492,111.5770647929
37.586,72.5096043361
37.2836,140.7532518884
42.3823,75.4551778118
33.7089,147.2068511856
37.0612,31.7341021464
25.9386,123.8403369454
50.9737,200.9083984316
30.8257,95.2422188827
32.1919598255,51.48
33.3403,172.7098949673
2.8651,127.8262562036
11.6183,126.8316588171
53.3864,79.5791225422
35.1903,145.042561615
1.6597,99.6980890078
-7.8901,120.8989552052
25.1668,122.8895828245
38.9995,71.1253182565
42.0746,71.5993
-0.3617,130.9712471178
45.195,143.6406532889
-4.8657,129.9071723057
40.6532,142.3615580334
5.994,96.0155268621
37.0215,138.8777270095
-8.1386,124.3854361326
31.2598,131.9792947819
27.8259,128.5238193356
33.1891,131.199002392
28.4409,131.2089727506
3.9594,132.7219863884
41.8797,29.6585616839
22.8005,116.6438016961
2.5905,149.6885090375
3.3184,143.3768008172
31.8121,57.7749874065
42.029,137.500069431
2.3072,103.2115368952
40.3479,142.0196788647
35.7015,6.4868614903
6.7205,125.8823422403
44.0249,90.4225405092
42.3096,143.1381558924
37.2497,48.8195523482
42.0684,161.2607895258
42.3992,142.4630992026
38.9216,76.2072614175
5.7703,96.2392110779
41.0191,82.0532315419
-7.642,112.5855461535
36.784,29.2677060229
38.6085,139.6695026834
24.4907,40.7010736829
35.2149,78.8439725621
1.7133,96.2370166135
-7.1465,109.1884236165
2.6377,123.3160999236
45.0017,81.1517920954
35.6156,46.5956724841
40.6375,139.7541937435
42.0317,145.1314244379
42.7729,143.4003169648
37.7365,138.5171
41.4097,36.4319227965
-4.5048,126.7205982318
42.7222,37.654062535
21.6433,104.0244129887
12.8956,123.9312351997
38.4587,139.5308180031
35.2454,135.8244831245
43.8058,34.6062112809
28.283,104.3837692162
28.2382,77.6599804879
43.0824,80.8179936681
43.5729,144.2300229665
-7.8275,115.9173027647
3.6857,147.3254422648
0.0199,262.0005068989
8.0977,123.3557963893
28.9179,127.5801607434
45.9553,107.7103
1.8808,93.7987377977
40.5384,139.7180156023
27.1557,125.1672004345
38.7479,71.0316735643
42.0135,132.7619245247
42.1348,139.2466882484
1.2563,141.4691321033
37.6958,139.2235122952
34.9782,58.9420678623
29.5689,54.6694297687
-7.3476,120.4727403862
36.4111,138.5887680955
33.6738,125.4236699551
35.384,109.6696827357
-1.0023,129.60912329
5.3896,95.1517022013
33.2145,140.5662472924
44.5972,139.1055776003
-1.0389,100.7727022994
34.5486,113.6795723741
28.8581,127.3529083424
12.7601,94.1329323385
33.6728,129.0257249335
-7.4479,105.3658411256
29.3566,103.8509639689
29.2583,103.0455050939
36.4315,101.636335628
29.2438,103.601965866
2.6924,98.9493
42.1446,30.875766205
13.5484,79.6347353319
-2.3852,132.2984762471
42.1068,146.5203617636
1.7092,98.09753863
29.2527,127.2620191819
36.2354,136.1453791876
7.5278,124.4356968817
42.0937,151.0350449487
-3.9036,135.1626745245
-2.7258,127.8550499832
5.9909,125.3593222904
38.9136,72.4012401307
0.4104,123.2790298841
2.7215,99.0513
42.1396,134.9107612454
-2.908,133.107138957
42.2858,105.8837596302
9.6909,125.2680361993
-9.3711,124.3288891675
27.8249,144.52996933
4.3053,132.9931149207
4.5174,125.0463634062
37.6115,69.7750315087
45.8835,103.6720341147
28.7318,147.7748393697
11.7819,96.8604511621
42.8313,142.664807954
22.3944,116.7096168966
34.8281,131.9249541749
29.1122,128.1343
38.3312,27.721322863
40.3263,139.8074570204
33.8431,51.9499725514
43.8384,78.652451726
1.3766,94.2236419116
-4.2173,127.2714816099
1.1665,140.6930853872
1.2429,133.7780812151
8.0503,127.0707454758
3.6594,99.4194151815
34.803,103.8149120164
34.949,110.0420375556
42.034,41.9368979968
40.2264,142.9613487127
-7.7048,109.8633331444
41.9549,55.0350067574
41.9725,52.2668247477
41.9979,56.3001553313
42.0135,52.1346324457
41.9988,51.9514558357
11.1468,123.0891712625
41.9786,52.404958345
42.6061,41.1456244226
42.5834,41.2374406554
38.7376,65.35371498
42.0021,46.9863916271
35.7719598255,47.72
41.9856,41.4740401884
1.6459,133.6781635948
43.2913,23.6362287766
6.2042,148.6670307429
37.9207,69.88260456
39.38,43.2020865432
3.6249,143.444798877
35.3782,78.4647726673
5.5748,128.4906653043
3.7042,122.1486681875
39.3838,12.9204623645
-3.7163,129.9694655859
33.5868,129.7497334453
-6.3868,116.9499748412
36.1099,70.5880332572
38.7739,49.9670215734
40.0944,54.6982678026
39.4365,34.2129195606
43.6793,70.5513178309
6.8575,125.5735594886
28.2714,141.8840542625
1.5919,99.1348165284
1.6028,108.9293481565
39.0854,53.8031889823
11.7095,95.4206245516
37.4196,139.133182922
28.0629,142.3355924097
20.5981,98.9851311329
38.7589,42.3071382167
33.2182,130.9358009352
39.477,43.3082322753
8.4822,126.6121508794
-7.5792,126.2268302506
0.4802,130.2404361713
44.9982,83.4055874614
6.6792,123.9977
41.3673,74.5999055516
39.3198,139.4251794225
33.1969,140.4721840382
43.4428,142.8605741706
5.663,127.2602185334
28.0348,142.1359
-6.5398,121.9094633075
41.1051,139.6207511623
39.5838,137.9392275256
28.059,140.8886104978
38.7811,49.50313721
22.4742,118.726471173
28.3312,143.3277830043
41.5735,73.4411705084
37.7112,139.7887200437
43.6795,142.5620546475
35.2678,48.7153316464
7.8624,125.6668151584
-3.669,108.9318846041
38.936,73.3875040435
34.5248,80.2687262473
42.5087,142.7052247364
28.2355,99.0577847976
39.5506,57.1159143206
25.2319,124.7493674303
4.7674,127.4531408995
-4.2348,103.6913406459
34.6636,20.422226246
16.9077,93.6622086547
37.5179,140.1243016518
40.1367,76.8464206656
-5.6895,118.3761097094
37.9269,69.5021866056
5.2266,127.0150969274
0.4551,97.6771009871
24.466,118.4280788852
31.3146,104.4126527691
2.192,125.2056365267
1.3949,125.1017364525
45.2682,141.9388213075
35.5606,70.286950928
39.7301,71.918288502
39.3762,70.8912667919
37.2271,31.4858826022
-4.0821,98.303697458
-5.8149,126.977
1.0258,131.8611013664
37.6009,71.7212957658
31.6025,129.7987962906
4.3061,127.7622455372
34.9546,57.5397215255
4.7279,133.2917045006
33.2213,92.8805524403
9.7001,163.0855267688
37.6167,69.1678080623
-6.7512,118.2001831939
4.0389,140.6468746763
38.9356,141.5873612237
35.2853,70.2741618783
43.0901,49.115224462
13.9312,124.9249725529
33.4312,53.8730451725
28.4852,74.3331436386
35.3474,135.5292048343
23.8312,121.5663348896
3.8855,127.5300003602
-1.295,132.453965952
-4.8956,131.2418975747
-6.7585,117.4495044054
48.8672,67.8597
3.9508,137.5827995128
40.2689,146.3396636639
-6.1254,107.4329728505
-5.0636,130.0123
7.5799,98.8038855388
-6.9567,111.997455116
-3.6712,127.4255752964
-2.7411,102.3671806943
-3.8021,102.0226040173
8.1072,124.0566409656
7.7479,68.2086419466
38.258,74.030895509
39.382,50.5537865677
4.8719,122.0690939609
37.8334,69.1393308833
4.1075,138.1040032931
37.8916,82.9964243354
42.7936,143.4508
-0.9338,131.3516240226
32.1998,106.0474131744
38.9704,69.949840561
39.2973,136.0641336489
-4.802,129.3858007914
22.7826,123.9932428477
-7.9893,122.0616337491
8.985,116.0840139145
-7.9111,109.1043971119
5.7232,123.2318067548
-1.296,128.7999535573
1.4669,122.2217866822
44.4966,51.214299615
-5.082,131.4388729363
-3.6501,127.5304235702
-4.4215,128.7241298882
-5.0727,128.4001401442
33.8886,51.5365
27.2705,142.4480801926
38.9272,73.2982957419
-2.3999,133.241801543
28.2469,130.3533181271
1.895,97.6160611888
-2.3173,165.6104246694
-2.4196,141.6710567371
23.9792,122.2225062399
26.0296,101.2030604716
39.1905,104.4742342266
7.9759,91.5776097785
26.0465,101.1781362797
-4.526,74.2184518639
10.9425,92.9440457569
27.2661,101.21354964
7.6247,122.9445286763
39.3291,74.2177
-3.4549,99.3614024102
10.711,189.4194883927
32.7928,53.0515940746
14.5093,96.6694787147
0.9217,105.1541220002
3.9876,192.1922857315
-0.4144,137.8527151223
2.8311,119.3263191329
36.8773,140.3578
41.7639,140.8448839817
44.425,81.1003301382
39.5902,140.7208514038
39.492,52.9688957279
0.5218,130.8871261047
31.5048,58.0893280744
39.4783,34.3047669291
39.501,53.2548944179
34.6961,131.6291
39.4219,33.696269623
-5.8888,116.7880599178
29.4413,95.9723016368
32.154,97.5627570109
32.031,129.0532088091
-2.1777,131.6649844337
10.8649,95.2447999777
-7.4318,124.1385660198
11.1877,95.3611681699
37.9102,137.3783523252
4.639,99.998390902
7.9467,84.8122537802
10.8999,-99.5052201201
7.8262,127.8745208154
28.4792,129.9295367797
49.0942,87.1542365346
8.3554,122.7747258006
-2.3337,38.2584590834
1.9811,122.3753112057
-0.8245,130.4186110044
-0.6323,130.2445181743
10.4698,68.672188784
40.7666,76.0729437808
27.8337,128.1360143465
30.2657,56.5072177033
-4.3332,106.2853888118
43.3866598255,30.1188
36.2653,74.6294228634
-1.0535,124.3298961854
26.4621,97.015770618
-3.9815,130.3648815725
26.833,94.1449964775
8.7275,116.250308752
30.116,90.791281616
4.2326,137.3965163989
6.8184,61.3452446527
10.8349,84.7475029029
46.8023,113.6234683317
31.6503,128.5225348121
9.8228,126.2174291841
8.2231,150.0246035595
10.9136,94.5815528347
10.3855,81.1239247855
25.3491,122.5385832285
-2.1042,134.1869272651
29.199,103.9922436664
6.4288,98.5284801817
41.6606,141.951132667
10.6585,92.7114516113
39.1401,54.4387428254
33.2147,58.4440882343
-5.8871,91.497960033
-4.9821,120.603273094
35.0043,41.1474727721
5.2481,123.0013209202
2.3738,141.216257626
2.6631,98.1500547454
3.7637,137.2107845092
10.9134,92.6308896409
9.3266,122.8657196893
9.3266,122.8657196893
42.4475,142.4024198706
34.6686,132.0392883008
10.7606,74.7800172042
10.7721,90.8984
-3.6481,102.1203871599
4.1011,123.7181434961
42.9268,141.8784783158
-3.334,127.732854579
10.9412,31.4363752902
-7.5173,109.1434370688
10.7935,92.9768953829
1.3255,110.3041394159
6.6396,88.5022370434
-3.5921,112.954901025
-5.36,104.5409397101
28.9404,96.5947202217
46.9183,104.320081469
41.3649,77.5431379734
27.6212,98.1724531061
5.402,118.0536850291
46.8858,84.5926865351
18.8534,107.1072894456
-2.6494,101.6732707483
-7.327,107.9681256597
10.5157,121.4288683264
38.1072,30.6227552273
-4.0198,105.3650580706
42.3458,76.7447384562
10.2839,93.154929733
23.351,93.2260705909
-1.8039,67.5237298508
11.3209,95.3779151962
30.8422,54.8088526888
47.0522,80.9377558966
45.3641,141.4895990205
29.5236,56.1563052699
9.2127,125.2681
17.1972,124.9272999616
6.7837,90.4822926469
39.3864,71.1911372247
-5.0263,120.7457902563
10.7543,89.9224728028
3.0574,127.6096434396
-4.7677,119.2830128109
44.7141,141.3826868939
38.6288,71.5714054041
10.1602,121.8437767491
30.9307,53.2557368759
31.4096,58.1837319684
4.6324,115.5220720009
41.1631,67.3888119357
18.4057,122.5196834132
3.1501,98.5299407593
34.4171,67.1734433783
40.0079,73.3755017224
11.1602,93.1943674062
-3.7104,130.2121468934
43.0016,143.486068368
1.4079,135.3931686664
10.8584,87.875066975
25.2733,123.3482670654
25.5818,123.8944568205
0.7481,127.4716
37.7785,137.1087471625
47.9062,103.7384346211
48.0035,109.5471345315
25.4095,122.1120574242
38.0104,71.3969694409
1.5877,127.5609646843
45.136,85.5020316051
44.2231,106.2490404962
11.3696,127.4417400527
26.035,93.1753221543
-2.8094,129.5772070568
0.7906,126.9905142278
39.3056,76.8606836205
34.959,135.4618598075
39.7834,103.3143873528
-5.5696,124.6436377864
36.861,138.0505194297
-4.2433,119.789408566
11.6127,127.0005259979
29.4519598255,56.59
-3.9197,131.1741227016
1.4318,126.8928703482
3.7569,126.7239440926
15.7104,125.8485651668
2.0109,125.1322819834
34.7144,67.0754494886
-1.0246,100.7052425386
33.9328,73.8356635951
15.7386,115.6988566331
3.5665,129.9549853447
3.5154,120.5322006445
0.9932,100.9261514309
19.7853,96.1447208545
40.2919,30.4467338762
28.4531,128.8161002503
13.525,119.2883563382
38.4148,68.0052036021
-3.3377,129.7582294641
0.4718,100.9450379725
1.3008,102.6848634354
24.4108,122.0128122168
-1.0208,123.3621744543
-5.5233,100.8063272145
10.6787,127.3391430684
35.3702,137.1091132289
36.526,139.8198808953
11.136,-22.2755083113
28.254,93.336827393
31.9201,54.4964172164
5.3462,96.9742739936
6.4153,126.1449036759
38.1244,72.1169872055
38.9757,71.2347807922
53.1521,101.8452093576
-5.4718,122.1430873267
0.3264,125.9693088971
24.1063,122.3966824832
36.06,58.1655180973
36.3769,54.55114219
0.8023,135.910252509
29.403,104.9736976865
-4.0319,105.4298043489
28.3217,56.2184081004
4.7656,126.0478603241
33.3803,142.565026692
-5.5878,122.2215
30.4472,106.6202302084
17.9083,127.9245540403
18.1777,125.856723514
18.0704,145.0949952863
17.785,127.5182025033
-5.4591,107.5883239883
17.8809,129.9696121522
18.0064,130.5018752444
17.8614,130.5472358624
17.7638,122.0015186346
17.8862,135.7635629959
17.9485,125.7131260784
17.8797,125.1556881885
4.2051,152.5525732811
5.9946,125.8687543515
18.2011,129.6058388908
3.5932,130.9136395006
45.9467,57.6062226755
17.1599,122.7432466322
43.6146,118.8522986039
28.5207,128.8305436098
18.754,144.2317461202
2.8362,129.6959069223
33.6437,143.8537259795
35.0165,65.5514739289
35.279,75.557396067
42.507,152.3404908615
39.4828,139.6535594723
34.8762,140.2728442076
3.5412,130.4932508782
26.2744,125.0160726276
1.7292,97.0354
-1.0511,102.8093854239
36.555,58.9068811114
0.785,124.23021646
-7.5441,108.0662445389
20.872,124.75115426
5.936,131.7120524187
3.8728,151.3535351449
22.2798,133.5852676212
-5.5813,122.0460102012
1.2829,125.8643379109
43.1835,48.0505983896
22.1096,119.2241
2.9832,150.9426132326
42.1628,144.1969854037
-5.3484,127.1366400909
-2.8683,133.2862596934
24.3279,122.0711208947
44.136,142.2855522007
42.471,79.5686442153
-3.9607,105.6020721128
28.5763,129.3068725226
38.7001,68.5591825098
-7.6874,113.8681874569
30.7203,140.7673207234
4.0575,147.9207
30.3071,58.0233878959
-7.5776,111.5626993906
13.7475,125.4414799439
42.5233,141.5890577623
29.1967,57.5457581229
14.9925,97.1017754142
29.2301,128.3375619907
36.0057,90.6359585816
7.6886,98.4644000146
7.7987,128.0817081464
28.7801,143.0040072159
7.799,128.6899397286
27.2614,96.6308855164
35.0146,112.0079522706
42.0191,55.5687725478
41.9921,56.3345185101
41.9764,57.4890303106
42.0092,58.966030218
45.0056,143.8471464671
41.9971,58.5277557049
38.8096,50.4469306419
37.8545,30.7924605801
-1.4884,131.3804494256
33.5501,133.9688348414
38.8014,47.662818766
-7.7115,108.2427282819
37.9539,139.3939001617
22.8706,132.6144105608
37.2101,31.7879336728
7.937,128.4555940079
7.3681,123.5267074806
25.7488,97.5733458948
2.2529,128.8899684862
2.1308,128.7528683977
4.5822,142.4735063784
8.6629,95.2293888843
11.6397,92.4774662569
-0.1653,130.8739236313
-4.1101,102.461171332
8.037,126.2877298966
27.0271,128.5148722828
7.2651,129.2456088911
2.1984,144.6690334838
3.1499,122.2742157044
34.9956,75.0626802802
34.9666,65.8597181911
15.0697,95.1378536224
23.2959,124.3838
7.2098,129.8717586981
-3.8727,100.4449586595
44.6892,55.2074543303
35.5614,115.2233504612
45.0547,114.8097591878
16.7122,128.7829217657
14.8577,125.7691813308
2.5274,127.94335999
0.2865,137.3583490266
26.0724,107.1350832883
22.9312,124.7020117203
11.0933,97.0407254053
29.7199,130.6262801054
0.804,137.8495190264
33.2435,142.8333589311
-5.3605,108.6880676376
32.1556,134.9231140101
-4.0948,104.7124864604
21.4879,129.3257220683
0.7718,128.4728353754
7.4247,125.1831595697
28.1967,129.2748394494
30.8719,58.7844193367
12.4383,127.2193102381
12.6588,129.5855200235
-4.0813,123.0415223907
41.6364,141.1018222167
-5.5394,107.4387581513
1.5144,124.6899883324
10.8342,99.3912130249
6.6689,100.0129776198
12.8279,141.6683481181
39.0307,145.6062203808
9.3537,126.215475198
19.2567,127.0083182436
30.8399,57.7611523999
11.3199,95.2111758547
10.8798,96.2350024836
10.9678,94.264
-4.639,132.0410300352
42.1692,77.4225055586
1.3067,128.9606761147
3.0612,127.9767795316
3.0261,128.2241714613
-0.3071,125.0838303119
2.0567,98.7272255376
24.3285,96.8367894417
22.8851,125.8602576633
22.8556,127.1148383967
22.8668,128.5485617031
-4.9383,121.9295868076
40.3859,72.6591542313
10.8306,97.8751503394
3.2313,130.5052110112
10.8372,96.2648758124
24.2846,129.5592909626
31.6243,132.2739308159
-9.6794,124.0815457018
31.8308,131.8081528324
25.4654,123.8088366796
10.8371,97.6345565027
26.0577,106.5907117546
23.0152,125.8232028896
35.6197,113.5725360559
39.3415,67.1346978523
4.8177,97.4819926749
35.2965,116.5995386393
3.9216,127.530813888
3.2867,130.3534128905
13.3738,93.6546
3.3884,121.4261918816
3.9003,127.2435782644
10.0392,124.8241102597
-1.0215,125.1001619567
-3.684,134.8024601394
6.8435,125.3687112022
35.8667,136.1079
27.1168,108.1898387982
33.4183,178.7558116777
2.8796,98.1478483445
37,142.6
33.1536,116.698831297
-3.9715,138.8427844936
44.1326,144.7578816113
42.0122,58.7207310641
42.0265,58.924498177
2.2047,130.5432739264
3.8027,135.7095760567
36.8932,138.4296268719
3.3383,130.8868337874
46.4896,14.0262514082
52.4685,-5.0697022705
46.6312,20.9643031144
46.7250546448,21.2061019457
40.1885546448,26.7708019457
41.3469,20.1164618933
39.9896,20.9570363561
42.2771,27.7434812215
50.1399,153.5676957708
74.4518,142.6823007918
53.293,156.0404242863
53.0647,156.6836878225
59.5292,162.2704358056
51.0936,13.517651721
38.3469,-2.7933527558
45.4538,48.5326362742
68.0463,177.9995361918
40.6716,16.8332923463
40.2453,24.6046930039
40.7272,17.0642524751
39.0359,23.1901487155
53.4132,107.6921890943
40.1441,20.3669497242
44.1989,133.6812685117
53.2573,158.1017068359
53.0634,157.9256750224
45.9666,19.2690085077
37.4809,27.7815625763
63.4866,124.5035857772
39.933,19.6659431288
39.1627,22.4351279351
51.7102,145.021651072
54.2771,87.6637275827
40.0742,26.4500956446
47.7782,143.9592311685
35.8393,27.8694928353
60.16,163.7353474919
67.0223,151.9565602889
59.4823,166.9971790349
37.1282,-3.8667916341
39.7022,24.2767612567
40.9904,21.229956886
53.6283,158.0578312563
60.0026,161.6535462593
55.2857,160.8782118756
53.4834,150.3546023017
39.54,24.8973061205
35.7111,23.7012734404
51.8015546448,-2.3821980543
51.3914,156.163553558
55.1174,158.497836602
60.0309,167.3628365261
60.0491,167.3627719822
59.3023,156.4182522902
39.2895,15.9892577061
55.5118,158.356270666
53.4696,119.6043967228
37.0909,23.2444518433
37.4389,26.781610832
63.8729,128.721339745
53.162,154.8947830592
53.8363,159.4968321165
37.1879,-5.3455246396
53.5235,137.7535184896
53.3563,150.8863981296
60.2436,164.1562638931
35.9111,27.1775683752
42.7575546448,23.3948019457
67.4835546448,-17.5541980543
45.8171,26.5253829848
53.0642,145.9637059996
75.7163,145.3480049332
75.5817,153.3711131514
53.3559,146.2963557331
55.225,87.6632064532
53.258,154.219358722
63.3973,111.3055430942
51.5653,143.8434139633
39.3399,20.228802788
44.3873,10.9757329614
59.652,162.288196339
45.8666,26.562540617
36.0471,23.6355330325
35.2928,27.0612171577
62.8924,16.1903998229
40.9012,21.3731
-19.0828,168.3108899453
46.5495,145.83522246
-6.4651,-174.5501488904
13.3081,-70.297278901
53.0819,158.5173586011
44.0447,16.8924457179
35.546,26.5616920992
13.307,-70.1858578407
36.3122,27.3565784436
38.7662,22.3986174425
37.674,22.2333412499
35.9759,25.1097513637
54.0434,123.7536699302
68.6106,171.8880147459
68.6476,176.350776119
-16.7768,173.5419582202
75.6222,-18.9339140601
76.1342,-14.7272385473
-16.9508,170.3917889004
50.7733,145.3371822009
-17.027,175.9375336805
-11.1928,-180.806300519
58.3357,158.0188105153
49.1209,164.9265455672
75.6475,-22.2209653408
35.9797,25.9374965922
40.6983546448,21.3908019457
53.3642,152.2358540832
65.713,-19.4976380463
58.0589,159.4477396363
49.296,144.5912607176
73.2147,-16.5457228791
75.7083,-11.7464010021
47.8056,143.9936
53.2509,156.3369
64.8932,-101.3317354773
47.1244,25.4948235932
54.2914,102.0887534801
45.7315,26.4569924181
39.5825,18.7707568889
39.0245,23.3821855838
66.3813,-14.8998012495
35.6717,26.9336554958
51.362,130.6762703702
66.1293,-24.1532238547
40.077,21.5207449285
52.0872,144.0572338286
60.1782,157.8865929193
57.4285,168.7576179605
66.0599,-20.3268467355
56.7841,143.7917142556
45.5295,46.2420493433
51.4986,144.9359977367
-18.6394,172.7212
54.0785546448,19.0208019457
35.6543,26.3902781323
55.3951,159.3071507893
40.5284,28.8552160249
41.3464,20.4470101716
63.5914,128.7026179489
59.5423,166.3249075879
53.1393,155.764929005
36.0244,29.508210712
35.5602,27.0194656184
60.2791,168.4866250069
60.1183,168.14439915
51.663,146.7736697469
46.9264,144.8300757772
40.6701,24.9244709317
70.7676,-11.0526046315
76.1758,-13.8670834065
38.1563,25.508284168
70.7687,-10.8865409939
73.3737,-14.9521822633
-18.8983,170.4032623459
75.6655,-11.4826451422
15.2778,-59.7171626757
48.3986,149.5420458923
84.1018,1.5115888894
85.165,-15.2636826698
85.6299,-12.1610536041
75.6633,-6.4542408241
53.1297,159.395444849
35.7674,27.7314872945
48.5098,148.5894154729
75.701,-10.28906537
48.8849,148.3142458903
48.7823,144.4169
75.7043,-12.2313862599
39.8587,22.4758213503
73.3453,-8.4906153123
51.1601,155.9211473073
53.8616,159.8936992735
39.5987,24.8607020797
39.5009,24.3077730723
45.9852,27.2195430539
53.693,149.3916633963
40.7099,29.4433452827
49.0385,156.1374009016
-18.0946,177.2246186926
57.9109076709,-165.4342616038
67.0236076709,-149.4000616038
55.7796076709,-174.5725616038
68.1913076709,-150.3727616038
63.9954076709,-143.5887616038
58.1210076709,-161.0816858489
67.0083076709,-149.4384616038
45.6691077,-126.5094712674
65.8847076709,-154.1685616038
56.2939076709,-170.5101616038
58.8458076709,-161.6327616038
55.7093,-164.0715395284
46.0236,-126.4759612154
74.332506,-134.9664706845
-32.2678923291,174.7822383962
49.0507,-129.3256420422
-32.6098923291,144.5142383962
-27.0474,-211.6914458398
-16.3919,-179.5041782488
-16.3302,65.7916038164
-14.9031,-181.166936657
-1.6321,148.0438183857
-14.9314,169.7779481826
-12.8855,-175.5630392516
-15.4366,-178.1308604302
-49.801,-23.5164087356
-12.3859,-170.7811559296
-8.8762,164.2949722249
2.7416,112.4449608992
-45.014,167.6804259535
-12.6645,-172.0784433157
24.2936,152.9698104499
51.3619,-23.7438806821
-29.331,178.2437381162
-3.0262,159.261
34.1208,139.8647442762
6.3149,8.9407535912
-15.8816,-179.0728112017
-2.6144,156.0881384333
24.2982,146.968371773
-16.7439,170.0105495107
-39.9283,177.9736248946
29.2604,-68.825520149
2.8098,147.796843691
-45.0033,146.4255664376
-27.1032,23.2299576793
21.4957,-9.164908083
78.6765,136.9653808224
-3.8532,149.5165993037
85.3667,-4.7090535642
-17.5456,-176.2588569288
-28.7052,-184.1113844552
-7.8625,109.6727361975
53.0669,157.0216619829
-10.7445,-182.6762311166
15.9108,140.1042053085
-10.6486,-178.9700826298
-38.4947,175.7551593704
16.7926,53.4805347226
17.0232,52.711640503
16.7663,52.198398193
16.7618,54.9561303663
-11.7248,-173.071853077
16.776,56.129094549
16.2945,52.4326464657
16.8487,53.0171243822
19.783,-81.1855846925
-15.424,166.7046756761
-42.8919,141.3833648486
-13.1679,-181.7376678554
-8.0616,162.8434494914
-19.8701,-176.8045446599
-20.1051,-173.1883950166
11.3409,-67.1102438844
14.4971,146.1674678712
0.9114,132.2564397298
28.4561,-38.35409945
-11.8795,-173.1611565697
-2.4203,144.861788021
-12.0087,166.8141369028
-15.1977,169.0206
-15.0544,-177.4809
-16.162,-181.149928899
-15.0507,169.7871608072
13.822,143.1558331688
-15.5723,-178.3785392407
-2.6245,154.7319206231
54.9305,-168.6084313775
1.5634,145.9484886968
33.7261,136.6956552318
-36.6238,176.3572561244
62.9109,-39.5120450682
5.7828,104.9095055324
72.5575,-13.0785568193
6.0686,144.5550578548
20.2371,-47.4217830853
-13.9857,-88.8334009449
-3.9715,148.4296076644
25.8061,125.9636756943
16.2692,146.7492353125
-15.7078,-200.9826144118
-16.0456,-179.1610885426
55.9495,150.9504840589
40.2085,-37.9409034471
9.8284,-85.4044749936
85.4846,137.0884299948
-30.7901,-187.3728616815
66.8821,-46.7400608745
44.2732,-41.2372050629
44.2271,-50.9986681237
-16.9835,-177.910222635
-26.2908,-84.614229467
-35.2518923291,174.9022383962
53.129,156.0212973154
16.7756,33.2165026439
-39.2076,175.4147398238
33.0213,165.5048872797
-18.81,168.3319114904
50.9107,-44.0957031732
-29.7913,-177.0051665447
-50.7921,-28.4368987048
-18.7097,169.941424753
-4.9197,128.1098345484
-13.8657,-171.9630155572
-21.9524,-179.8398
-3.3136,158.2137978101
-4.1215,154.7556917258
7.9592,101.0002306236
-13.8864,-176.1456688218
7.98,126.2735924753
7.9367,-28.3056843136
-16.1065,171.4709890651
-9.0143,163.1573457948
54.2771,132.3718434574
-45.8954,152.1581849309
-42.8588,139.4173837885
-32.7406,-73.8270434569
-16.1325,-176.4783504296
-1.712,149.3496056704
-15.4744,-178.6782102367
-17.6636,183.4406589478
-3.6961,148.3934308521
-13.4286,-178.4632047069
-9.7775,-171.4038444855
40.4393,139.8364201357
41.8014,138.259549221
