"lat","long","mag","place","url"
28.7748,130.0378,4.6,"70km NE of Naze, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rnub"
-2.0284,99.1544,4.9,"48km S of Muara Siberut, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rnzr"
26.9159,129.2874,4.8,"135km ENE of Nago, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rp4z"
31.1531,130.2496,4.7,"14km SSW of Makurazaki, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rp7q"
26.8729,130.0274,4.9,"174km SSE of Naze, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rpkm"
-2.9086,139.1265,4.7,"164km W of Abepura, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rpuj"
40.2737,27.9955,4.4,"8km S of Bandirma, Turkey","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rpuu"
19.4025,121.1531,4.5,"87km N of Namuac, Philippines","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rpv8"
-3.9825,138.7492,4.9,"252km SW of Abepura, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqeg"
-3.9886,139.4916,4.8,"192km SW of Abepura, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqfj"
28.3061,55.0358,4.7,"68km SE of Darab, Iran","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqqn"
39.46,142.7673,4.4,"70km E of Yamada, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqrg"
1.6572,97.0272,4.7,"116km SE of Sinabang, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqsj"
37.3809,141.7601,4.9,"68km E of Namie, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqtn"
33.6925,35.2169,4.1,"20km NW of Sidon, Lebanon","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqvn"
3.7485,127.6681,4.4,"226km N of Tobelo, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqw0"
38.1199,89.8019,4.0,"Southern Xinjiang, China","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqwu"
